station,taxon_unit,abundance
1826,family:Entomobryidae,4
1826,family:Isotomidae,6
1826,family:Neelidae,1
1837,family:Brachystomellidae,2
1837,family:Entomobryidae,3
1837,family:Hypogastruridae,42
1837,family:Isotomidae,133
1837,family:Katiannidae,3
1837,family:Onychiuridae,69
1837,family:Sminthurididae,2
1837,family:Tullbergiidae,1
1875,family:Entomobryidae,4
1875,family:Hypogastruridae,27
1875,family:Isotomidae,11
1887,family:Entomobryidae,4
1887,family:Isotomidae,9
1887,family:Katiannidae,1
1893,family:Entomobryidae,8
1893,family:Isotomidae,1
1992,family:Hypogastruridae,3
1992,family:Isotomidae,1
1992,family:Onychiuridae,2
1996,family:Bourletiellidae,1
1996,family:Brachystomellidae,21
1996,family:Entomobryidae,26
1996,family:Hypogastruridae,16
1996,family:Isotomidae,20
1996,family:Katiannidae,6
1996,family:Onychiuridae,6
1996,family:Sminthurididae,4
2011,family:Entomobryidae,19
2011,family:Isotomidae,15
2011,family:Katiannidae,6
2011,family:Sminthurididae,2
2021,family:Cyphoderidae,1
2021,family:Entomobryidae,12
2021,family:Isotomidae,4
2021,family:Onychiuridae,1
2021,family:Sminthurididae,7
2034,family:Entomobryidae,21
2034,family:Hypogastruridae,305
2034,family:Isotomidae,1
2034,family:Onychiuridae,1
2076,family:Isotomidae,2
2076,family:Tullbergiidae,10
2142,family:Entomobryidae,2
2142,family:Isotomidae,7
2142,family:Sminthurididae,9
215,family:Entomobryidae,1
215,family:Isotomidae,16
215,family:Katiannidae,1
215,family:Neanuridae,1
2182,family:Isotomidae,1
2182,family:Katiannidae,3
2182,family:Neanuridae,1
2205,family:Entomobryidae,5
2205,family:Hypogastruridae,1
2205,family:Isotomidae,40
2205,family:Katiannidae,12
2205,family:Neanuridae,2
2205,family:Onychiuridae,1
2205,family:Sminthuridae,2
2205,family:Sminthurididae,1
2205,family:Tomoceridae,2
2205,family:Tullbergiidae,2
223,family:Isotomidae,10
223,family:Katiannidae,19
2257,family:Entomobryidae,134
2257,family:Hypogastruridae,2
2257,family:Isotomidae,36
2257,family:Katiannidae,5
2257,family:Onychiuridae,1
2260,family:Entomobryidae,12
2260,family:Neanuridae,2
2260,family:Sminthurididae,1
2276,family:Entomobryidae,3
2276,family:Isotomidae,43
2276,family:Onychiuridae,4
2312,family:Bourletiellidae,2
2312,family:Entomobryidae,12
2312,family:Hypogastruridae,1
2312,family:Isotomidae,14
2312,family:Neanuridae,1
2312,family:Sminthuridae,2
288,family:Entomobryidae,2
288,family:Hypogastruridae,1
288,family:Isotomidae,13
288,family:Tullbergiidae,1
291,family:Entomobryidae,5
291,family:Isotomidae,16
291,family:Sminthurididae,1
391,family:Brachystomellidae,5
391,family:Hypogastruridae,2
391,family:Isotomidae,32
391,family:Katiannidae,4
391,family:Sminthurididae,6
400,family:Entomobryidae,2
400,family:Hypogastruridae,1
400,family:Isotomidae,6
400,family:Onychiuridae,3
408,family:Entomobryidae,1
408,family:Isotomidae,1
408,family:Katiannidae,1
408,family:Neanuridae,2
408,family:Onychiuridae,1
408,family:Tullbergiidae,4
476,family:Entomobryidae,47
476,family:Hypogastruridae,1
476,family:Isotomidae,12
476,family:Onychiuridae,1
476,family:Tullbergiidae,1
609,family:Bourletiellidae,2
609,family:Entomobryidae,7
609,family:Hypogastruridae,5
609,family:Isotomidae,15
609,family:Neanuridae,1
609,family:Onychiuridae,35
609,family:Sminthurididae,11
620,family:Entomobryidae,5
620,family:Isotomidae,15
620,family:Katiannidae,3
620,family:Neanuridae,1
620,family:Neelidae,1
620,family:Sminthurididae,1
620,family:Tullbergiidae,4
633,family:Entomobryidae,8
633,family:Isotomidae,14
633,family:Sminthurididae,2
633,family:Tullbergiidae,2
644,family:Isotomidae,28
644,family:Katiannidae,1
644,family:Neanuridae,2
644,family:Onychiuridae,1
644,family:Tullbergiidae,2
730,family:Isotomidae,6
730,family:Katiannidae,1
730,family:Neanuridae,1
788,family:Isotomidae,1
788,family:Katiannidae,3
788,family:Sminthuridae,6
788,family:Sminthurididae,1
792,family:Entomobryidae,15
792,family:Hypogastruridae,1
792,family:Isotomidae,37
792,family:Katiannidae,31
792,family:Sminthurididae,33
792,family:Tullbergiidae,3
805,family:Entomobryidae,1
805,family:Isotomidae,40
805,family:Katiannidae,1
805,family:Tullbergiidae,1
812,family:Entomobryidae,4
812,family:Hypogastruridae,2
812,family:Isotomidae,16
812,family:Katiannidae,2
812,family:Sminthurididae,1
812,family:Tullbergiidae,2
827,family:Entomobryidae,22
827,family:Hypogastruridae,1
827,family:Isotomidae,10
827,family:Onychiuridae,3
827,family:Sminthurididae,2
827,family:Tullbergiidae,3
870,family:Entomobryidae,1
870,family:Isotomidae,11
870,family:Tullbergiidae,3
926,family:Entomobryidae,5
926,family:Isotomidae,1
926,family:Tullbergiidae,3
