taxon_unit_rtu,taxon_unit_species,taxon_unit_genus,taxon_unit_family,taxo_level,species_key,binomial,genus,family,order,class,valid_name,name
species:cdnom:1781,species:cdnom:1781,genus:Scotina,family:Liocranidae,species,cdnom:1781,Scotina celans,Scotina,Liocranidae,Araneae,Arachnida,"Scotina celans (Blackwall, 1841)",Scotina celans
species:cdnom:457342,species:cdnom:457342,genus:Pardosa,family:Lycosidae,species,cdnom:457342,Pardosa saltans,Pardosa,Lycosidae,Araneae,Arachnida,"Pardosa saltans Töpfer-Hofmann, 2000",Pardosa saltans
species:cdnom:457273,species:cdnom:457273,genus:Oonops,family:Oonopidae,species,cdnom:457273,Oonops domesticus,Oonops,Oonopidae,Araneae,Arachnida,"Oonops domesticus Dalmas, 1916",Oonops domesticus
species:cdnom:233321,species:cdnom:233321,genus:Drassyllus,family:Gphosidae,species,cdnom:233321,Drassyllus villicus,Drassyllus,Gphosidae,Araneae,Arachnida,"Drassyllus villicus (Thorell, 1875)",Drassyllus villicus
species:cdnom:233417,species:cdnom:233417,genus:Zelotes,family:Gphosidae,species,cdnom:233417,Zelotes oblongus,Zelotes,Gphosidae,Araneae,Arachnida,"Zelotes oblongus (C.L. Koch, 1833)",Zelotes oblongus
family:Linyphiidae,NA,NA,family:Linyphiidae,family,NA,NA,NA,Linyphiidae,Araneae,Arachnida,"Trichoncus Simon, 1884",Trichoncus
species:cdnom:233864,species:cdnom:233864,genus:Scotina,family:Liocranidae,species,cdnom:233864,Scotina palliardii,Scotina,Liocranidae,Araneae,Arachnida,"Scotina palliardii (L. Koch, 1881)",Scotina palliardii
family:Araneidae,NA,NA,family:Araneidae,family,NA,NA,NA,Araneidae,Araneae,Arachnida,"Araneidae Clerck, 1758",Araneidae
species:cdnom:887090,species:cdnom:887090,genus:Alopecosa,family:Lycosidae,species,cdnom:887090,Alopecosa farinosa,Alopecosa,Lycosidae,Araneae,Arachnida,"Alopecosa farinosa (Herman, 1879)",Alopecosa farinosa
species:cdnom:1897,species:cdnom:1897,genus:Alopecosa,family:Lycosidae,species,cdnom:1897,Alopecosa pulverulenta,Alopecosa,Lycosidae,Araneae,Arachnida,"Alopecosa pulverulenta (Clerck, 1758)",Alopecosa pulverulenta
genus:Pisaura,NA,genus:Pisaura,family:Pisauridae,genus,NA,NA,Pisaura,Pisauridae,Araneae,Arachnida,"Pisaura Simon, 1885",Pisaura
genus:Ozyptila,NA,genus:Ozyptila,family:Thomisidae,genus,NA,NA,Ozyptila,Thomisidae,Araneae,Arachnida,"Ozyptila Simon, 1864",Ozyptila
species:cdnom:1872,species:cdnom:1872,genus:Hahnia,family:Hahniidae,species,cdnom:1872,Hahnia nava,Hahnia,Hahniidae,Araneae,Arachnida,"Hahnia nava (Blackwall, 1841)",Hahnia nava
species:cdnom:924,species:cdnom:924,genus:Aulonia,family:Lycosidae,species,cdnom:924,Aulonia albimana,Aulonia,Lycosidae,Araneae,Arachnida,"Aulonia albimana (Walckenaer, 1805)",Aulonia albimana
species:cdnom:1924,species:cdnom:1924,genus:Pardosa,family:Lycosidae,species,cdnom:1924,Pardosa hortensis,Pardosa,Lycosidae,Araneae,Arachnida,"Pardosa hortensis (Thorell, 1872)",Pardosa hortensis
species:cdnom:233832,species:cdnom:233832,genus:Walckenaeria,family:Linyphiidae,species,cdnom:233832,Walckenaeria corniculans,Walckenaeria,Linyphiidae,Araneae,Arachnida,"Walckenaeria corniculans (O. Pickard-Cambridge, 1875)",Walckenaeria corniculans
family:Liocranidae,NA,NA,family:Liocranidae,family,NA,NA,NA,Liocranidae,Araneae,Arachnida,"Liocranidae Simon, 1897",Liocranidae
species:cdnom:806889,species:cdnom:806889,genus:Agyneta,family:Linyphiidae,species,cdnom:806889,Agyneta saxatilis,Agyneta,Linyphiidae,Araneae,Arachnida,"Agyneta saxatilis (Blackwall, 1844)",Agyneta saxatilis
species:cdnom:1378,species:cdnom:1378,genus:Centromerus,family:Linyphiidae,species,cdnom:1378,Centromerus dilutus,Centromerus,Linyphiidae,Araneae,Arachnida,"Centromerus dilutus (O. Pickard-Cambridge, 1875)",Centromerus dilutus
species:cdnom:1421,species:cdnom:1421,genus:Minyriolus,family:Linyphiidae,species,cdnom:1421,Minyriolus pusillus,Minyriolus,Linyphiidae,Araneae,Arachnida,"Minyriolus pusillus (Wider, 1834)",Minyriolus pusillus
species:cdnom:233830,species:cdnom:233830,genus:Walckenaeria,family:Linyphiidae,species,cdnom:233830,Walckenaeria atrotibialis,Walckenaeria,Linyphiidae,Araneae,Arachnida,"Walckenaeria atrotibialis (O. Pickard-Cambridge, 1878)",Walckenaeria atrotibialis
species:cdnom:1774,species:cdnom:1774,genus:Agroeca,family:Liocranidae,species,cdnom:1774,Agroeca brunnea,Agroeca,Liocranidae,Araneae,Arachnida,"Agroeca brunnea (Blackwall, 1833)",Agroeca brunnea
species:cdnom:1664,species:cdnom:1664,genus:Xysticus,family:Thomisidae,species,cdnom:1664,Xysticus luctuosus,Xysticus,Thomisidae,Araneae,Arachnida,"Xysticus luctuosus (Blackwall, 1836)",Xysticus luctuosus
species:cdnom:791746,species:cdnom:791746,genus:Iberina,family:Hahniidae,species,cdnom:791746,Iberina montana,Iberina,Hahniidae,Araneae,Arachnida,"Iberina montana (Blackwall, 1841)",Iberina montana
species:cdnom:1941,species:cdnom:1941,genus:Trochosa,family:Lycosidae,species,cdnom:1941,Trochosa terricola,Trochosa,Lycosidae,Araneae,Arachnida,"Trochosa terricola Thorell, 1856",Trochosa terricola
genus:Trochosa,NA,genus:Trochosa,family:Lycosidae,genus,NA,NA,Trochosa,Lycosidae,Araneae,Arachnida,"Trochosa C.L. Koch, 1847",Trochosa
species:cdnom:1455,species:cdnom:1455,genus:Gongylidiellum,family:Linyphiidae,species,cdnom:1455,Gongylidiellum latebricola,Gongylidiellum,Linyphiidae,Araneae,Arachnida,"Gongylidiellum latebricola (O. Pickard-Cambridge, 1871)",Gongylidiellum latebricola
species:cdnom:233783,species:cdnom:233783,genus:Tenuiphantes,family:Linyphiidae,species,cdnom:233783,Tenuiphantes mengei,Tenuiphantes,Linyphiidae,Araneae,Arachnida,"Tenuiphantes mengei (Kulczy?ski, 1887)",Tenuiphantes mengei
species:cdnom:1927,species:cdnom:1927,genus:Pardosa,family:Lycosidae,species,cdnom:1927,Pardosa palustris,Pardosa,Lycosidae,Araneae,Arachnida,"Pardosa palustris (Linnaeus, 1758)",Pardosa palustris
species:cdnom:1922,species:cdnom:1922,genus:Pardosa,family:Lycosidae,species,cdnom:1922,Pardosa pullata,Pardosa,Lycosidae,Araneae,Arachnida,"Pardosa pullata (Clerck, 1758)",Pardosa pullata
genus:Enoplognatha,NA,genus:Enoplognatha,family:Theridiidae,genus,NA,NA,Enoplognatha,Theridiidae,Araneae,Arachnida,"Enoplognatha Pavesi, 1880",Enoplognatha
genus:Euophrys,NA,genus:Euophrys,family:Salticidae,genus,NA,NA,Euophrys,Salticidae,Araneae,Arachnida,"Euophrys C.L. Koch, 1834",Euophrys
family:Agelenidae,NA,NA,family:Agelenidae,family,NA,NA,NA,Agelenidae,Araneae,Arachnida,"Agelenidae Koch, 1837",Agelenidae
species:cdnom:233694,species:cdnom:233694,genus:Palliduphantes,family:Linyphiidae,species,cdnom:233694,Palliduphantes alutacius,Palliduphantes,Linyphiidae,Araneae,Arachnida,"Palliduphantes alutacius (Simon, 1884)",Palliduphantes alutacius
species:cdnom:234166,species:cdnom:234166,genus:Ozyptila,family:Thomisidae,species,cdnom:234166,Ozyptila trux,Ozyptila,Thomisidae,Araneae,Arachnida,"Ozyptila trux (Blackwall, 1846)",Ozyptila trux
genus:Zora,NA,genus:Zora,family:Miturgidae,genus,NA,NA,Zora,Miturgidae,Araneae,Arachnida,"Zora C. L. Koch, 1847",Zora
species:cdnom:233387,species:cdnom:233387,genus:Trachyzelotes,family:Gphosidae,species,cdnom:233387,Trachyzelotes pedestris,Trachyzelotes,Gphosidae,Araneae,Arachnida,"Trachyzelotes pedestris (C.L. Koch, 1837)",Trachyzelotes pedestris
species:cdnom:1323,species:cdnom:1323,genus:Enoplognatha,family:Theridiidae,species,cdnom:1323,Enoplognatha thoracica,Enoplognatha,Theridiidae,Araneae,Arachnida,"Enoplognatha thoracica (Hahn, 1833)",Enoplognatha thoracica
species:cdnom:457392,species:cdnom:457392,genus:Xysticus,family:Thomisidae,species,cdnom:457392,Xysticus luctator,Xysticus,Thomisidae,Araneae,Arachnida,"Xysticus luctator L. Koch, 1870",Xysticus luctator
family:Lycosidae,NA,NA,family:Lycosidae,family,NA,NA,NA,Lycosidae,Araneae,Arachnida,"Lycosidae Sundevall, 1833",Lycosidae
species:cdnom:233170,species:cdnom:233170,genus:Histopona,family:Agelenidae,species,cdnom:233170,Histopona torpida,Histopona,Agelenidae,Araneae,Arachnida,"Histopona torpida (C.L. Koch, 1837)",Histopona torpida
species:cdnom:886,species:cdnom:886,genus:Atypus,family:Atypidae,species,cdnom:886,Atypus affinis,Atypus,Atypidae,Araneae,Arachnida,"Atypus affinis Eichwald, 1830",Atypus affinis
species:cdnom:233668,species:cdnom:233668,genus:Microneta,family:Linyphiidae,species,cdnom:233668,Microneta viaria,Microneta,Linyphiidae,Araneae,Arachnida,"Microneta viaria (Blackwall, 1841)",Microneta viaria
species:cdnom:1786,species:cdnom:1786,genus:Phrurolithus,family:Phrurolithidae,species,cdnom:1786,Phrurolithus festivus,Phrurolithus,Phrurolithidae,Araneae,Arachnida,"Phrurolithus festivus (C.L. Koch, 1835)",Phrurolithus festivus
species:cdnom:233527,species:cdnom:233527,genus:Diplocephalus,family:Linyphiidae,species,cdnom:233527,Diplocephalus graecus,Diplocephalus,Linyphiidae,Araneae,Arachnida,"Diplocephalus graecus (O. Pickard-Cambridge, 1873)",Diplocephalus graecus
species:cdnom:1446,species:cdnom:1446,genus:Erigone,family:Linyphiidae,species,cdnom:1446,Erigone dentipalpis,Erigone,Linyphiidae,Araneae,Arachnida,"Erigone dentipalpis (Wider, 1834)",Erigone dentipalpis
species:cdnom:1504,species:cdnom:1504,genus:Pelecopsis,family:Linyphiidae,species,cdnom:1504,Pelecopsis parallela,Pelecopsis,Linyphiidae,Araneae,Arachnida,"Pelecopsis parallela (Wider, 1834)",Pelecopsis parallela
species:cdnom:233787,species:cdnom:233787,genus:Tenuiphantes,family:Linyphiidae,species,cdnom:233787,Tenuiphantes tenuis,Tenuiphantes,Linyphiidae,Araneae,Arachnida,"Tenuiphantes tenuis (Blackwall, 1852)",Tenuiphantes tenuis
family:Linyphiidae,NA,NA,family:Linyphiidae,family,NA,NA,NA,Linyphiidae,Araneae,Arachnida,"Linyphiidae Blackwall, 1859",Linyphiidae
genus:Xerolycosa,NA,genus:Xerolycosa,family:Lycosidae,genus,NA,NA,Xerolycosa,Lycosidae,Araneae,Arachnida,"Xerolycosa Dahl, 1908",Xerolycosa
species:cdnom:457316,species:cdnom:457316,genus:Pachygnatha,family:Tetragthidae,species,cdnom:457316,Pachygnatha degeeri,Pachygnatha,Tetragthidae,Araneae,Arachnida,"Pachygnatha degeeri Sundevall, 1830",Pachygnatha degeeri
species:cdnom:719829,species:cdnom:719829,genus:Civizelotes,family:Gphosidae,species,cdnom:719829,Civizelotes civicus,Civizelotes,Gphosidae,Araneae,Arachnida,"Civizelotes civicus (Simon, 1878)",Civizelotes civicus
species:cdnom:938619,species:cdnom:938619,genus:Micaria,family:Gphosidae,species,cdnom:938619,Micaria micans,Micaria,Gphosidae,Araneae,Arachnida,"Micaria micans (Blackwall, 1858)",Micaria micans
species:cdnom:1405,species:cdnom:1405,genus:Diplostyla,family:Linyphiidae,species,cdnom:1405,Diplostyla concolor,Diplostyla,Linyphiidae,Araneae,Arachnida,"Diplostyla concolor (Wider, 1834)",Diplostyla concolor
species:cdnom:233781,species:cdnom:233781,genus:Tenuiphantes,family:Linyphiidae,species,cdnom:233781,Tenuiphantes flavipes,Tenuiphantes,Linyphiidae,Araneae,Arachnida,"Tenuiphantes flavipes (Blackwall, 1854)",Tenuiphantes flavipes
species:cdnom:806894,species:cdnom:806894,genus:Piratula,family:Lycosidae,species,cdnom:806894,Piratula hygrophila,Piratula,Lycosidae,Araneae,Arachnida,"Piratula hygrophila (Thorell, 1872)",Piratula hygrophila
species:cdnom:806896,species:cdnom:806896,genus:Piratula,family:Lycosidae,species,cdnom:806896,Piratula latitans,Piratula,Lycosidae,Araneae,Arachnida,"Piratula latitans (Blackwall, 1841)",Piratula latitans
species:cdnom:234165,species:cdnom:234165,genus:Ozyptila,family:Thomisidae,species,cdnom:234165,Ozyptila simplex,Ozyptila,Thomisidae,Araneae,Arachnida,"Ozyptila simplex (O. Pickard-Cambridge, 1862)",Ozyptila simplex
species:cdnom:233895,species:cdnom:233895,genus:Trochosa,family:Lycosidae,species,cdnom:233895,Trochosa ruricola,Trochosa,Lycosidae,Araneae,Arachnida,"Trochosa ruricola (De Geer, 1778)",Trochosa ruricola
genus:Pachygnatha,NA,genus:Pachygnatha,family:Tetragthidae,genus,NA,NA,Pachygnatha,Tetragthidae,Araneae,Arachnida,"Pachygnatha Sundevall, 1823",Pachygnatha
species:cdnom:233320,species:cdnom:233320,genus:Drassyllus,family:Gphosidae,species,cdnom:233320,Drassyllus pusillus,Drassyllus,Gphosidae,Araneae,Arachnida,"Drassyllus pusillus (C.L. Koch, 1833)",Drassyllus pusillus
species:cdnom:806883,species:cdnom:806883,genus:Agyneta,family:Linyphiidae,species,cdnom:806883,Agyneta mollis,Agyneta,Linyphiidae,Araneae,Arachnida,"Agyneta mollis (O. Pickard-Cambridge, 1871)",Agyneta mollis
species:cdnom:233805,species:cdnom:233805,genus:Trichopterna,family:Linyphiidae,species,cdnom:233805,Trichopterna cito,Trichopterna,Linyphiidae,Araneae,Arachnida,"Trichopterna cito (O. Pickard-Cambridge, 1873)",Trichopterna cito
species:cdnom:1905,species:cdnom:1905,genus:Arctosa,family:Lycosidae,species,cdnom:1905,Arctosa leopardus,Arctosa,Lycosidae,Araneae,Arachnida,"Arctosa leopardus (Sundevall, 1833)",Arctosa leopardus
species:cdnom:457340,species:cdnom:457340,genus:Pardosa,family:Lycosidae,species,cdnom:457340,Pardosa prativaga,Pardosa,Lycosidae,Araneae,Arachnida,"Pardosa prativaga (L. Koch, 1870)",Pardosa prativaga
species:cdnom:1472,species:cdnom:1472,genus:Oedothorax,family:Linyphiidae,species,cdnom:1472,Oedothorax fuscus,Oedothorax,Linyphiidae,Araneae,Arachnida,"Oedothorax fuscus (Blackwall, 1834)",Oedothorax fuscus
species:cdnom:233697,species:cdnom:233697,genus:Palliduphantes,family:Linyphiidae,species,cdnom:233697,Palliduphantes cebennicus,Palliduphantes,Linyphiidae,Araneae,Arachnida,"Palliduphantes cebennicus (Simon, 1929)",Palliduphantes cebennicus
species:cdnom:931,species:cdnom:931,genus:Pirata,family:Lycosidae,species,cdnom:931,Pirata piraticus,Pirata,Lycosidae,Araneae,Arachnida,"Pirata piraticus (Clerck, 1758)",Pirata piraticus
species:cdnom:1202,species:cdnom:1202,genus:Zelotes,family:Gphosidae,species,cdnom:1202,Zelotes apricorum,Zelotes,Gphosidae,Araneae,Arachnida,"Zelotes apricorum (L. Koch, 1876)",Zelotes apricorum
species:cdnom:1400,species:cdnom:1400,genus:Ceratinella,family:Linyphiidae,species,cdnom:1400,Ceratinella brevis,Ceratinella,Linyphiidae,Araneae,Arachnida,"Ceratinella brevis (Wider, 1834)",Ceratinella brevis
species:cdnom:233709,species:cdnom:233709,genus:Palliduphantes,family:Linyphiidae,species,cdnom:233709,Palliduphantes pallidus,Palliduphantes,Linyphiidae,Araneae,Arachnida,"Palliduphantes pallidus (O. Pickard-Cambridge, 1871)",Palliduphantes pallidus
species:cdnom:1320,species:cdnom:1320,genus:Asagena,family:Theridiidae,species,cdnom:1320,Asagena phalerata,Asagena,Theridiidae,Araneae,Arachnida,"Asagena phalerata (Panzer, 1800)",Asagena phalerata
species:cdnom:1271,species:cdnom:1271,genus:Euryopis,family:Theridiidae,species,cdnom:1271,Euryopis flavomaculata,Euryopis,Theridiidae,Araneae,Arachnida,"Euryopis flavomaculata (C.L. Koch, 1836)",Euryopis flavomaculata
species:cdnom:836055,species:cdnom:836055,genus:Centromerus,family:Linyphiidae,species,cdnom:836055,Centromerus brevipalpus,Centromerus,Linyphiidae,Araneae,Arachnida,"Centromerus brevipalpus (Menge, 1866)",Centromerus brevipalpus
species:cdnom:1377,species:cdnom:1377,genus:Centromerus,family:Linyphiidae,species,cdnom:1377,Centromerus sylvaticus,Centromerus,Linyphiidae,Araneae,Arachnida,"Centromerus sylvaticus (Blackwall, 1841)",Centromerus sylvaticus
species:cdnom:233788,species:cdnom:233788,genus:Tenuiphantes,family:Linyphiidae,species,cdnom:233788,Tenuiphantes zimmermanni,Tenuiphantes,Linyphiidae,Araneae,Arachnida,"Tenuiphantes zimmermanni (Bertkau, 1890)",Tenuiphantes zimmermanni
species:cdnom:233861,species:cdnom:233861,genus:Liocranoeca,family:Liocranidae,species,cdnom:233861,Liocranoeca striata,Liocranoeca,Liocranidae,Araneae,Arachnida,"Liocranoeca striata (Kulczy?ski, 1882)",Liocranoeca striata
genus:Dysdera,NA,genus:Dysdera,family:Dysderidae,genus,NA,NA,Dysdera,Dysderidae,Araneae,Arachnida,"Dysdera Latreille, 1804",Dysdera
genus:Phrurolithus,NA,genus:Phrurolithus,family:Phrurolithidae,genus,NA,NA,Phrurolithus,Phrurolithidae,Araneae,Arachnida,"Phrurolithus C. L. Koch, 1839",Phrurolithus
genus:Araniella,NA,genus:Araniella,family:Araneidae,genus,NA,NA,Araniella,Araneidae,Araneae,Arachnida,"Araniella Chamberlin & Ivie, 1942",Araniella
genus:Arctosa,NA,genus:Arctosa,family:Lycosidae,genus,NA,NA,Arctosa,Lycosidae,Araneae,Arachnida,"Arctosa Koch, 1847",Arctosa
species:cdnom:1442,species:cdnom:1442,genus:Dicymbium,family:Linyphiidae,species,cdnom:1442,Dicymbium nigrum,Dicymbium,Linyphiidae,Araneae,Arachnida,"Dicymbium nigrum (Blackwall, 1834)",Dicymbium nigrum
genus:Oedothorax,NA,genus:Oedothorax,family:Linyphiidae,genus,NA,NA,Oedothorax,Linyphiidae,Araneae,Arachnida,"Oedothorax Bertkau, 1883",Oedothorax
species:cdnom:234067,species:cdnom:234067,genus:Pachygnatha,family:Tetragthidae,species,cdnom:234067,Pachygnatha clercki,Pachygnatha,Tetragthidae,Araneae,Arachnida,"Pachygnatha clercki Sundevall, 1823",Pachygnatha clercki
species:cdnom:1437,species:cdnom:1437,genus:Bathyphantes,family:Linyphiidae,species,cdnom:1437,Bathyphantes gracilis,Bathyphantes,Linyphiidae,Araneae,Arachnida,"Bathyphantes gracilis (Blackwall, 1841)",Bathyphantes gracilis
species:cdnom:1392,species:cdnom:1392,genus:Centromerita,family:Linyphiidae,species,cdnom:1392,Centromerita bicolor,Centromerita,Linyphiidae,Araneae,Arachnida,"Centromerita bicolor (Blackwall, 1833)",Centromerita bicolor
species:cdnom:1457,species:cdnom:1457,genus:Gongylidiellum,family:Linyphiidae,species,cdnom:1457,Gongylidiellum vivum,Gongylidiellum,Linyphiidae,Araneae,Arachnida,"Gongylidiellum vivum (O. Pickard-Cambridge, 1875)",Gongylidiellum vivum
species:cdnom:1425,species:cdnom:1425,genus:Tiso,family:Linyphiidae,species,cdnom:1425,Tiso vagans,Tiso,Linyphiidae,Araneae,Arachnida,"Tiso vagans (Blackwall, 1834)",Tiso vagans
species:cdnom:233318,species:cdnom:233318,genus:Drassyllus,family:Gphosidae,species,cdnom:233318,Drassyllus praeficus,Drassyllus,Gphosidae,Araneae,Arachnida,"Drassyllus praeficus (L. Koch, 1866)",Drassyllus praeficus
species:cdnom:1184,species:cdnom:1184,genus:Haplodrassus,family:Gphosidae,species,cdnom:1184,Haplodrassus dalmatensis,Haplodrassus,Gphosidae,Araneae,Arachnida,"Haplodrassus dalmatensis (L. Koch, 1866)",Haplodrassus dalmatensis
species:cdnom:233350,species:cdnom:233350,genus:Micaria,family:Gphosidae,species,cdnom:233350,Micaria albovittata,Micaria,Gphosidae,Araneae,Arachnida,"Micaria albovittata (Lucas, 1846)",Micaria albovittata
species:cdnom:233379,species:cdnom:233379,genus:Setaphis,family:Gphosidae,species,cdnom:233379,Setaphis carmeli,Setaphis,Gphosidae,Araneae,Arachnida,"Setaphis carmeli (O. Pickard-Cambridge, 1872)",Setaphis carmeli
species:cdnom:1926,species:cdnom:1926,genus:Pardosa,family:Lycosidae,species,cdnom:1926,Pardosa agrestis,Pardosa,Lycosidae,Araneae,Arachnida,"Pardosa agrestis (Westring, 1861)",Pardosa agrestis
species:cdnom:1643,species:cdnom:1643,genus:Xysticus,family:Thomisidae,species,cdnom:1643,Xysticus kochi,Xysticus,Thomisidae,Araneae,Arachnida,"Xysticus kochi Thorell, 1872",Xysticus kochi
species:cdnom:1237,species:cdnom:1237,genus:Zodarion,family:Zodariidae,species,cdnom:1237,Zodarion italicum,Zodarion,Zodariidae,Araneae,Arachnida,"Zodarion italicum (Canestrini, 1868)",Zodarion italicum
species:cdnom:1085,species:cdnom:1085,genus:Argenna,family:Dictynidae,species,cdnom:1085,Argenna subnigra,Argenna,Dictynidae,Araneae,Arachnida,"Argenna subnigra (O. Pickard-Cambridge, 1861)",Argenna subnigra
species:cdnom:233466,species:cdnom:233466,genus:Araeoncus,family:Linyphiidae,species,cdnom:233466,Araeoncus humilis,Araeoncus,Linyphiidae,Araneae,Arachnida,"Araeoncus humilis (Blackwall, 1841)",Araeoncus humilis
species:cdnom:1445,species:cdnom:1445,genus:Erigone,family:Linyphiidae,species,cdnom:1445,Erigone atra,Erigone,Linyphiidae,Araneae,Arachnida,"Erigone atra Blackwall, 1833",Erigone atra
species:cdnom:836361,species:cdnom:836361,genus:Erigone,family:Linyphiidae,species,cdnom:836361,Erigone autumnalis,Erigone,Linyphiidae,Araneae,Arachnida,"Erigone autumnalis Emerton, 1882",Erigone autumnalis
species:cdnom:233688,species:cdnom:233688,genus:Oedothorax,family:Linyphiidae,species,cdnom:233688,Oedothorax apicatus,Oedothorax,Linyphiidae,Araneae,Arachnida,"Oedothorax apicatus (Blackwall, 1850)",Oedothorax apicatus
species:cdnom:1474,species:cdnom:1474,genus:Oedothorax,family:Linyphiidae,species,cdnom:1474,Oedothorax retusus,Oedothorax,Linyphiidae,Araneae,Arachnida,"Oedothorax retusus (Westring, 1851)",Oedothorax retusus
species:cdnom:1929,species:cdnom:1929,genus:Pardosa,family:Lycosidae,species,cdnom:1929,Pardosa proxima,Pardosa,Lycosidae,Araneae,Arachnida,"Pardosa proxima (C.L. Koch, 1847)",Pardosa proxima
species:cdnom:1937,species:cdnom:1937,genus:Pardosa,family:Lycosidae,species,cdnom:1937,Pardosa vittata,Pardosa,Lycosidae,Araneae,Arachnida,"Pardosa vittata (Keyserling, 1863)",Pardosa vittata
species:cdnom:233973,species:cdnom:233973,genus:Chalcoscirtus,family:Salticidae,species,cdnom:233973,Chalcoscirtus infimus,Chalcoscirtus,Salticidae,Araneae,Arachnida,"Chalcoscirtus infimus (Simon, 1869)",Chalcoscirtus infimus
