observed_taxon_unit,observed_cd_nom,observed_label,observed_genus,observed_family,cd_ref,accepted_name,genus,family,match_method,in_regional_pool,override_note,n_regional_candidates,n_alternative_candidates,has_alternative_candidate,assemblage_id
species:cdnom:795216,795216,Bembidion callosum,Bembidion,Carabidae,795216,Bembidion callosum,Bembidion,Carabidae,cd_nom_alias,TRUE,NA,120,119,TRUE,carabidae_pitfall
species:cdnom:795216,795216,Bembidion callosum,Bembidion,Carabidae,795216,Bembidion callosum,Bembidion,Carabidae,cd_nom_alias,TRUE,NA,120,119,TRUE,carabidae_pitfall
species:cdnom:8526,8526,Notiophilus biguttatus,Notiophilus,Carabidae,8526,Notiophilus biguttatus,Notiophilus,Carabidae,cd_nom_alias,TRUE,NA,10,9,TRUE,carabidae_pitfall
species:cdnom:8632,8632,Bembidion lampros,Bembidion,Carabidae,8632,Bembidion lampros,Bembidion,Carabidae,cd_nom_alias,TRUE,NA,120,119,TRUE,carabidae_pitfall
species:cdnom:222478,222478,Ophonus azureus,Ophonus,Carabidae,222478,Ophonus azureus,Ophonus,Carabidae,cd_nom_alias,TRUE,NA,25,24,TRUE,carabidae_pitfall
species:cdnom:9353,9353,Acupalpus meridianus,Acupalpus,Carabidae,9353,Acupalpus meridianus,Acupalpus,Carabidae,cd_nom_alias,TRUE,NA,11,10,TRUE,carabidae_pitfall
species:cdnom:223010,223010,Notiophilus germinyi,Notiophilus,Carabidae,223010,Notiophilus germinyi,Notiophilus,Carabidae,cd_nom_alias,TRUE,NA,10,9,TRUE,carabidae_pitfall
species:cdnom:9277,9277,Brachinus crepitans,Brachinus,Carabidae,9277,Brachinus crepitans,Brachinus,Carabidae,cd_nom_alias,TRUE,NA,14,13,TRUE,carabidae_pitfall
species:cdnom:0,0,Brachinus elegans,Brachinus,Carabidae,NA,Brachinus elegans,Brachinus,Carabidae,unmatched,FALSE,NA,14,13,TRUE,carabidae_pitfall
species:cdnom:9280,9280,Brachinus psophia,Brachinus,Carabidae,9280,Brachinus psophia,Brachinus,Carabidae,cd_nom_alias,TRUE,NA,14,13,TRUE,carabidae_pitfall
species:cdnom:9285,9285,Brachinus sclopeta,Brachinus,Carabidae,9285,Brachinus sclopeta,Brachinus,Carabidae,cd_nom_alias,TRUE,NA,14,13,TRUE,carabidae_pitfall
species:cdnom:9275,9275,Gynandromorphus etruscus,Gynandromorphus,Carabidae,9275,Gynandromorphus etruscus,Gynandromorphus,Carabidae,cd_nom_alias,TRUE,NA,1,0,FALSE,carabidae_pitfall
species:cdnom:8531,8531,Notiophilus quadripunctatus,Notiophilus,Carabidae,8531,Notiophilus quadripunctatus,Notiophilus,Carabidae,cd_nom_alias,TRUE,NA,10,9,TRUE,carabidae_pitfall
species:cdnom:222940,222940,Asaphidion curtum,Asaphidion,Carabidae,222940,Asaphidion curtum,Asaphidion,Carabidae,cd_nom_alias,TRUE,NA,10,9,TRUE,carabidae_pitfall
species:cdnom:8838,8838,Platynus assimilis,Platynus,Carabidae,8838,Platynus assimilis,Platynus,Carabidae,cd_nom_alias,TRUE,NA,8,7,TRUE,carabidae_pitfall
species:cdnom:222552,222552,Pterostichus ovoideus,Pterostichus,Carabidae,222552,Pterostichus ovoideus,Pterostichus,Carabidae,cd_nom_alias,TRUE,NA,138,137,TRUE,carabidae_pitfall
species:cdnom:794337,794337,Chlaenius tibialis,Chlaenius,Carabidae,794337,Chlaenius tibialis,Chlaenius,Carabidae,cd_nom_alias,TRUE,NA,17,16,TRUE,carabidae_pitfall
species:cdnom:9389,9389,Chlaenius vestitus,Chlaenius,Carabidae,9389,Chlaenius vestitus,Chlaenius,Carabidae,cd_nom_alias,TRUE,NA,17,16,TRUE,carabidae_pitfall
species:cdnom:222829,222829,Tachyura parvula,Tachyura,Carabidae,222829,Tachyura parvula,Tachyura,Carabidae,cd_nom_alias,TRUE,NA,8,7,TRUE,carabidae_pitfall
species:cdnom:8784,8784,Calathus melanocephalus,Calathus,Carabidae,8784,Calathus melanocephalus,Calathus,Carabidae,cd_nom_alias,TRUE,NA,15,14,TRUE,carabidae_pitfall
species:cdnom:8239,8239,Syntomus foveatus,Syntomus,Carabidae,8239,Syntomus foveatus,Syntomus,Carabidae,cd_nom_alias,TRUE,NA,6,5,TRUE,carabidae_pitfall
species:cdnom:222315,222315,Syntomus obscuroguttatus,Syntomus,Carabidae,222315,Syntomus obscuroguttatus,Syntomus,Carabidae,cd_nom_alias,TRUE,NA,6,5,TRUE,carabidae_pitfall
species:cdnom:222355,222355,Calathus ambiguus,Calathus,Carabidae,222355,Calathus ambiguus,Calathus,Carabidae,cd_nom_alias,TRUE,NA,15,14,TRUE,carabidae_pitfall
species:cdnom:222355,222355,Calathus ambiguus,Calathus,Carabidae,222355,Calathus ambiguus,Calathus,Carabidae,cd_nom_alias,TRUE,NA,15,14,TRUE,carabidae_pitfall
species:cdnom:9231,9231,Amara similata,Amara,Carabidae,9231,Amara similata,Amara,Carabidae,cd_nom_alias,TRUE,NA,70,69,TRUE,carabidae_pitfall
species:cdnom:9435,9435,Demetrias atricapillus,Demetrias,Carabidae,9435,Demetrias atricapillus,Demetrias,Carabidae,cd_nom_alias,TRUE,NA,3,2,TRUE,carabidae_pitfall
species:cdnom:8321,8321,Cicindela campestris,Cicindela,Carabidae,8321,Cicindela campestris,Cicindela,Carabidae,cd_nom_alias,TRUE,NA,10,9,TRUE,carabidae_pitfall
species:cdnom:8321,8321,Cicindela campestris,Cicindela,Carabidae,8321,Cicindela campestris,Cicindela,Carabidae,cd_nom_alias,TRUE,NA,10,9,TRUE,carabidae_pitfall
species:cdnom:9207,9207,Amara kulti,Amara,Carabidae,9207,Amara kulti,Amara,Carabidae,cd_nom_alias,TRUE,NA,70,69,TRUE,carabidae_pitfall
species:cdnom:222558,222558,Pterostichus melanarius,Pterostichus,Carabidae,222558,Pterostichus melanarius,Pterostichus,Carabidae,cd_nom_alias,TRUE,NA,138,137,TRUE,carabidae_pitfall
species:cdnom:8700,8700,Tachys bistriatus,Tachys,Carabidae,8700,Tachys bistriatus,Tachys,Carabidae,cd_nom_alias,TRUE,NA,13,12,TRUE,carabidae_pitfall
species:cdnom:222456,222456,Harpalus luteicornis,Harpalus,Carabidae,222456,Harpalus luteicornis,Harpalus,Carabidae,cd_nom_alias,TRUE,NA,51,50,TRUE,carabidae_pitfall
species:cdnom:8540,8540,Loricera pilicornis,Loricera,Carabidae,8540,Loricera pilicornis,Loricera,Carabidae,cd_nom_alias,TRUE,NA,2,1,TRUE,carabidae_pitfall
species:cdnom:8540,8540,Loricera pilicornis,Loricera,Carabidae,8540,Loricera pilicornis,Loricera,Carabidae,cd_nom_alias,TRUE,NA,2,1,TRUE,carabidae_pitfall
species:cdnom:222945,222945,Asaphidion stierlini,Asaphidion,Carabidae,222945,Asaphidion stierlini,Asaphidion,Carabidae,cd_nom_alias,TRUE,NA,10,9,TRUE,carabidae_pitfall
species:cdnom:780498,780498,Bembidion tetracolum,Bembidion,Carabidae,780498,Bembidion tetracolum,Bembidion,Carabidae,cd_nom_alias,TRUE,NA,120,119,TRUE,carabidae_pitfall
species:cdnom:9136,9136,Pterostichus vernalis,Pterostichus,Carabidae,9136,Pterostichus vernalis,Pterostichus,Carabidae,cd_nom_alias,TRUE,NA,138,137,TRUE,carabidae_pitfall
species:cdnom:8819,8819,Agonum muelleri,Agonum,Carabidae,8819,Agonum muelleri,Agonum,Carabidae,cd_nom_alias,TRUE,NA,30,29,TRUE,carabidae_pitfall
species:cdnom:8819,8819,Agonum muelleri,Agonum,Carabidae,8819,Agonum muelleri,Agonum,Carabidae,cd_nom_alias,TRUE,NA,30,29,TRUE,carabidae_pitfall
species:cdnom:8533,8533,Notiophilus substriatus,Notiophilus,Carabidae,8533,Notiophilus substriatus,Notiophilus,Carabidae,cd_nom_alias,TRUE,NA,10,9,TRUE,carabidae_pitfall
species:cdnom:8617,8617,Bembidion quadrimaculatum,Bembidion,Carabidae,8617,Bembidion quadrimaculatum,Bembidion,Carabidae,cd_nom_alias,TRUE,NA,120,119,TRUE,carabidae_pitfall
species:cdnom:8617,8617,Bembidion quadrimaculatum,Bembidion,Carabidae,8617,Bembidion quadrimaculatum,Bembidion,Carabidae,cd_nom_alias,TRUE,NA,120,119,TRUE,carabidae_pitfall
species:cdnom:9206,9206,Amara fulvipes,Amara,Carabidae,9206,Amara fulvipes,Amara,Carabidae,cd_nom_alias,TRUE,NA,70,69,TRUE,carabidae_pitfall
species:cdnom:9310,9310,Harpalus serripes,Harpalus,Carabidae,9310,Harpalus serripes,Harpalus,Carabidae,cd_nom_alias,TRUE,NA,51,50,TRUE,carabidae_pitfall
species:cdnom:9310,9310,Harpalus serripes,Harpalus,Carabidae,9310,Harpalus serripes,Harpalus,Carabidae,cd_nom_alias,TRUE,NA,51,50,TRUE,carabidae_pitfall
species:cdnom:8520,8520,Nebria salina,Nebria,Carabidae,8520,Nebria salina,Nebria,Carabidae,cd_nom_alias,TRUE,NA,33,32,TRUE,carabidae_pitfall
species:cdnom:794284,794284,Bembidion latinum,Bembidion,Carabidae,794284,Bembidion latinum,Bembidion,Carabidae,cd_nom_alias,TRUE,NA,120,119,TRUE,carabidae_pitfall
species:cdnom:222409,222409,Anisodactylus signatus,Anisodactylus,Carabidae,222409,Anisodactylus signatus,Anisodactylus,Carabidae,cd_nom_alias,TRUE,NA,7,6,TRUE,carabidae_pitfall
species:cdnom:9376,9376,Chlaenius chrysocephalus,Chlaenius,Carabidae,9376,Chlaenius chrysocephalus,Chlaenius,Carabidae,cd_nom_alias,TRUE,NA,17,16,TRUE,carabidae_pitfall
species:cdnom:222468,222468,Semiophonus signaticornis,Semiophonus,Carabidae,222468,Semiophonus signaticornis,Semiophonus,Carabidae,cd_nom_alias,TRUE,NA,1,0,FALSE,carabidae_pitfall
species:cdnom:9311,9311,Harpalus latus,Harpalus,Carabidae,9311,Harpalus latus,Harpalus,Carabidae,cd_nom_alias,TRUE,NA,51,50,TRUE,carabidae_pitfall
species:cdnom:8402,8402,Carabus monilis,Carabus,Carabidae,8402,Carabus monilis,Carabus,Carabidae,cd_nom_alias,TRUE,NA,72,71,TRUE,carabidae_pitfall
species:cdnom:8402,8402,Carabus monilis,Carabus,Carabidae,8402,Carabus monilis,Carabus,Carabidae,cd_nom_alias,TRUE,NA,72,71,TRUE,carabidae_pitfall
species:cdnom:8402,8402,Carabus monilis,Carabus,Carabidae,8402,Carabus monilis,Carabus,Carabidae,cd_nom_alias,TRUE,NA,72,71,TRUE,carabidae_pitfall
species:cdnom:9078,9078,Pterostichus cristatus,Pterostichus,Carabidae,9078,Pterostichus cristatus,Pterostichus,Carabidae,cd_nom_alias,TRUE,NA,138,137,TRUE,carabidae_pitfall
species:cdnom:9078,9078,Pterostichus cristatus,Pterostichus,Carabidae,9078,Pterostichus cristatus,Pterostichus,Carabidae,cd_nom_alias,TRUE,NA,138,137,TRUE,carabidae_pitfall
species:cdnom:9078,9078,Pterostichus cristatus,Pterostichus,Carabidae,9078,Pterostichus cristatus,Pterostichus,Carabidae,cd_nom_alias,TRUE,NA,138,137,TRUE,carabidae_pitfall
species:cdnom:9078,9078,Pterostichus cristatus,Pterostichus,Carabidae,9078,Pterostichus cristatus,Pterostichus,Carabidae,cd_nom_alias,TRUE,NA,138,137,TRUE,carabidae_pitfall
species:cdnom:9078,9078,Pterostichus cristatus,Pterostichus,Carabidae,9078,Pterostichus cristatus,Pterostichus,Carabidae,cd_nom_alias,TRUE,NA,138,137,TRUE,carabidae_pitfall
species:cdnom:9078,9078,Pterostichus cristatus,Pterostichus,Carabidae,9078,Pterostichus cristatus,Pterostichus,Carabidae,cd_nom_alias,TRUE,NA,138,137,TRUE,carabidae_pitfall
species:cdnom:9078,9078,Pterostichus cristatus,Pterostichus,Carabidae,9078,Pterostichus cristatus,Pterostichus,Carabidae,cd_nom_alias,TRUE,NA,138,137,TRUE,carabidae_pitfall
species:cdnom:222545,222545,Poecilus kugelanni,Poecilus,Carabidae,222545,Poecilus kugelanni,Poecilus,Carabidae,cd_nom_alias,TRUE,NA,20,19,TRUE,carabidae_pitfall
species:cdnom:9230,9230,Amara tibialis,Amara,Carabidae,9230,Amara tibialis,Amara,Carabidae,cd_nom_alias,TRUE,NA,70,69,TRUE,carabidae_pitfall
species:cdnom:222450,222450,Harpalus cupreus,Harpalus,Carabidae,222450,Harpalus cupreus,Harpalus,Carabidae,cd_nom_alias,TRUE,NA,51,50,TRUE,carabidae_pitfall
species:cdnom:222450,222450,Harpalus cupreus,Harpalus,Carabidae,222450,Harpalus cupreus,Harpalus,Carabidae,cd_nom_alias,TRUE,NA,51,50,TRUE,carabidae_pitfall
species:cdnom:9300,9300,Harpalus attenuatus,Harpalus,Carabidae,9300,Harpalus attenuatus,Harpalus,Carabidae,cd_nom_alias,TRUE,NA,51,50,TRUE,carabidae_pitfall
species:cdnom:8780,8780,Calathus circumseptus,Calathus,Carabidae,8780,Calathus circumseptus,Calathus,Carabidae,cd_nom_alias,TRUE,NA,15,14,TRUE,carabidae_pitfall
species:cdnom:222557,222557,Pterostichus niger,Pterostichus,Carabidae,222557,Pterostichus niger,Pterostichus,Carabidae,cd_nom_alias,TRUE,NA,138,137,TRUE,carabidae_pitfall
species:cdnom:222557,222557,Pterostichus niger,Pterostichus,Carabidae,222557,Pterostichus niger,Pterostichus,Carabidae,cd_nom_alias,TRUE,NA,138,137,TRUE,carabidae_pitfall
species:cdnom:9066,9066,Stomis pumicatus,Stomis,Carabidae,9066,Stomis pumicatus,Stomis,Carabidae,cd_nom_alias,TRUE,NA,4,3,TRUE,carabidae_pitfall
species:cdnom:9066,9066,Stomis pumicatus,Stomis,Carabidae,9066,Stomis pumicatus,Stomis,Carabidae,cd_nom_alias,TRUE,NA,4,3,TRUE,carabidae_pitfall
species:cdnom:9318,9318,Harpalus neglectus,Harpalus,Carabidae,9318,Harpalus neglectus,Harpalus,Carabidae,cd_nom_alias,TRUE,NA,51,50,TRUE,carabidae_pitfall
