observed_taxon_unit,observed_cd_nom,observed_label,observed_genus,observed_family,cd_ref,accepted_name,genus,family,match_method,in_regional_pool,override_note,n_regional_candidates,n_alternative_candidates,has_alternative_candidate,assemblage_id
species:cdnom:938134,938134,Aphaenogaster ichnusa,Aphaenogaster,Formicidae,938134,Aphaenogaster ichnusa,Aphaenogaster,Formicidae,cd_nom_alias,TRUE,NA,7,6,TRUE,formicidae_pitfall
species:cdnom:52785,52785,Camponotus vagus,Camponotus,Formicidae,52785,Camponotus vagus,Camponotus,Formicidae,cd_nom_alias,TRUE,NA,14,13,TRUE,formicidae_pitfall
species:cdnom:52790,52790,Formica pratensis,Formica,Formicidae,52790,Formica pratensis,Formica,Formicidae,cd_nom_alias,TRUE,NA,26,25,TRUE,formicidae_pitfall
species:cdnom:52808,52808,Myrmica ruginodis,Myrmica,Formicidae,52808,Myrmica ruginodis,Myrmica,Formicidae,cd_nom_alias,TRUE,NA,23,22,TRUE,formicidae_pitfall
species:cdnom:219490,219490,Lasius fuliginosus,Lasius,Formicidae,219490,Lasius fuliginosus,Lasius,Formicidae,cd_nom_alias,TRUE,NA,25,24,TRUE,formicidae_pitfall
species:cdnom:219396,219396,Myrmica sabuleti,Myrmica,Formicidae,219396,Myrmica sabuleti,Myrmica,Formicidae,cd_nom_alias,TRUE,NA,23,22,TRUE,formicidae_pitfall
species:cdnom:52793,52793,Formica sanguinea,Formica,Formicidae,52793,Formica sanguinea,Formica,Formicidae,cd_nom_alias,TRUE,NA,26,25,TRUE,formicidae_pitfall
species:cdnom:52809,52809,Myrmica scabrinodis,Myrmica,Formicidae,52809,Myrmica scabrinodis,Myrmica,Formicidae,cd_nom_alias,TRUE,NA,23,22,TRUE,formicidae_pitfall
species:cdnom:219401,219401,Myrmecina graminicola,Myrmecina,Formicidae,219401,Myrmecina graminicola,Myrmecina,Formicidae,cd_nom_alias,TRUE,NA,1,0,FALSE,formicidae_pitfall
species:cdnom:219394,219394,Myrmica rubra,Myrmica,Formicidae,219394,Myrmica rubra,Myrmica,Formicidae,cd_nom_alias,TRUE,NA,23,22,TRUE,formicidae_pitfall
species:cdnom:52817,52817,Lasius niger,Lasius,Formicidae,52817,Lasius niger,Lasius,Formicidae,cd_nom_alias,TRUE,NA,25,24,TRUE,formicidae_pitfall
species:cdnom:219482,219482,Lasius flavus,Lasius,Formicidae,219482,Lasius flavus,Lasius,Formicidae,cd_nom_alias,TRUE,NA,25,24,TRUE,formicidae_pitfall
species:cdnom:219397,219397,Myrmica schencki,Myrmica,Formicidae,219397,Myrmica schencki,Myrmica,Formicidae,cd_nom_alias,TRUE,NA,23,22,TRUE,formicidae_pitfall
species:cdnom:219493,219493,Lasius platythorax,Lasius,Formicidae,219493,Lasius platythorax,Lasius,Formicidae,cd_nom_alias,TRUE,NA,25,24,TRUE,formicidae_pitfall
species:cdnom:628335,628335,Myrmica specioides,Myrmica,Formicidae,628335,Myrmica specioides,Myrmica,Formicidae,cd_nom_alias,TRUE,NA,23,22,TRUE,formicidae_pitfall
species:cdnom:52777,52777,Aphaenogaster subterranea,Aphaenogaster,Formicidae,52777,Aphaenogaster subterranea,Aphaenogaster,Formicidae,cd_nom_alias,TRUE,NA,7,6,TRUE,formicidae_pitfall
species:cdnom:52831,52831,Tapinoma erraticum,Tapinoma,Formicidae,52831,Tapinoma erraticum,Tapinoma,Formicidae,cd_nom_alias,TRUE,NA,8,7,TRUE,formicidae_pitfall
species:cdnom:219483,219483,Lasius myops,Lasius,Formicidae,219483,Lasius myops,Lasius,Formicidae,cd_nom_alias,TRUE,NA,25,24,TRUE,formicidae_pitfall
species:cdnom:52781,52781,Camponotus lateralis,Camponotus,Formicidae,52781,Camponotus lateralis,Camponotus,Formicidae,cd_nom_alias,TRUE,NA,14,13,TRUE,formicidae_pitfall
species:cdnom:52811,52811,Crematogaster scutellaris,Crematogaster,Formicidae,52811,Crematogaster scutellaris,Crematogaster,Formicidae,cd_nom_alias,TRUE,NA,3,2,TRUE,formicidae_pitfall
species:cdnom:219492,219492,Lasius neglectus,Lasius,Formicidae,NA,Lasius neglectus,Lasius,Formicidae,unmatched,FALSE,NA,25,24,TRUE,formicidae_pitfall
species:cdnom:219520,219520,Camponotus cruentatus,Camponotus,Formicidae,219520,Camponotus cruentatus,Camponotus,Formicidae,cd_nom_alias,TRUE,NA,14,13,TRUE,formicidae_pitfall
species:cdnom:264065,264065,Stenamma westwoodii,Stenamma,Formicidae,264065,Stenamma westwoodii,Stenamma,Formicidae,cd_nom_alias,TRUE,NA,4,3,TRUE,formicidae_pitfall
species:cdnom:219528,219528,Hypoponera eduardi,Hypoponera,Formicidae,219528,Hypoponera eduardi,Hypoponera,Formicidae,cd_nom_alias,TRUE,NA,3,2,TRUE,formicidae_pitfall
species:cdnom:264499,264499,Camponotus pilicornis,Camponotus,Formicidae,264499,Camponotus pilicornis,Camponotus,Formicidae,cd_nom_alias,TRUE,NA,14,13,TRUE,formicidae_pitfall
species:cdnom:199813,199813,Formica lugubris,Formica,Formicidae,199813,Formica lugubris,Formica,Formicidae,cd_nom_alias,TRUE,NA,26,25,TRUE,formicidae_pitfall
species:cdnom:219507,219507,Formica lemani,Formica,Formicidae,219507,Formica lemani,Formica,Formicidae,cd_nom_alias,TRUE,NA,26,25,TRUE,formicidae_pitfall
species:cdnom:219413,219413,Leptothorax acervorum,Leptothorax,Formicidae,219413,Leptothorax acervorum,Leptothorax,Formicidae,cd_nom_alias,TRUE,NA,7,6,TRUE,formicidae_pitfall
species:cdnom:52815,52815,Lasius brunneus,Lasius,Formicidae,52815,Lasius brunneus,Lasius,Formicidae,cd_nom_alias,TRUE,NA,25,24,TRUE,formicidae_pitfall
species:cdnom:219496,219496,Formica exsecta,Formica,Formicidae,219496,Formica exsecta,Formica,Formicidae,cd_nom_alias,TRUE,NA,26,25,TRUE,formicidae_pitfall
species:cdnom:219398,219398,Myrmica sulcinodis,Myrmica,Formicidae,219398,Myrmica sulcinodis,Myrmica,Formicidae,cd_nom_alias,TRUE,NA,23,22,TRUE,formicidae_pitfall
species:cdnom:219512,219512,Cataglyphis cursor,Cataglyphis,Formicidae,219512,Cataglyphis cursor,Cataglyphis,Formicidae,cd_nom_alias,TRUE,NA,2,1,TRUE,formicidae_pitfall
